university_name,country,city,qs_ranking,degree_level,programs_offered,fields,min_gpa,gre_required,min_gre,ielts_min,toefl_min,duolingo_min,research_weight,research_focus,has_thesis_option,eca_weight,tuition_fee,living_cost,total_cost_estimated,scholarship_available,max_coverage_percent,work_visa_available,deadline_fall,deadline_spring,acceptance_rate,bd_admit_count_3yr,last_updated,source_url
Memorial University of Newfoundland,Canada,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.5,79,110,4.0,"Ocean, Oil & Gas, Cold Regions",1,3,12000,10000,22000,1,50,1,,,78.0,,2026-04-29,
University of New Brunswick,Canada,,500,Graduate,"engineering, civil engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,0,,6.5,79,110,3.0,"Geodesy, Civil, Electrical",1,3,14000,10000,24000,1,50,1,,,75.0,,2026-04-29,
Toronto Metropolitan University,Canada,,470,Graduate,"engineering, civil engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.1,0,,6.5,79,110,3.0,"Urban Engineering, Aerospace, Electrical",1,3,24000,14000,38000,1,50,1,,,55.0,,2026-04-29,
Laval University,Canada,,420,Graduate,"engineering, electrical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,0,,6.5,79,110,4.0,"Optics, Geotechnical, Software",1,3,14000,11000,25000,1,50,1,,,65.0,,2026-04-29,
RMIT University,Australia,,123,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Aerospace, Manufacturing, Sustainable Systems",1,3,32000,15000,47000,1,50,1,,,55.0,,2026-04-29,
University of Newcastle Australia,Australia,,173,Graduate,"engineering, chemical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Chemical, Environmental, Clean Energy",1,3,30000,12000,42000,1,50,1,,,60.0,,2026-04-29,
Curtin University,Australia,,174,Graduate,"engineering, mining engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,0,,6.5,79,110,4.0,"Mining, Petroleum, Metallurgy",1,3,31000,13000,44000,1,50,1,,,62.0,,2026-04-29,
Queensland University of Technology,Australia,,189,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, robotics, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Robotics, Civil, Biomedical",1,4,31000,13000,44000,1,50,1,,,58.0,,2026-04-29,
Deakin University,Australia,,233,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.1,0,,6.0,60,100,3.0,"Advanced Materials, Renewable Energy",1,3,29000,13000,42000,1,50,1,,,65.0,,2026-04-29,
University of Wollongong,Australia,,162,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Materials, Civil, Superconductors",1,3,30000,12000,42000,1,50,1,,,55.0,,2026-04-29,
Griffith University,Australia,,243,Graduate,"engineering, civil engineering, electronic engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.1,0,,6.5,79,110,3.0,"Environmental, Electronic, Water",1,3,28000,12000,40000,1,50,1,,,68.0,,2026-04-29,
University of South Australia,Australia,,326,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.1,0,,6.0,60,100,3.0,"Defence, Mining, Autonomous Systems",1,3,28000,11000,39000,1,50,1,,,70.0,,2026-04-29,
University of Tasmania,Australia,,307,Graduate,"engineering, civil engineering, electronic engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.1,0,,6.0,60,100,4.0,"Marine, Environmental, Renewable Energy",1,3,27000,10000,37000,1,50,1,,,72.0,,2026-04-29,
Swinburne University of Technology,Australia,,285,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.1,0,,6.5,79,110,3.0,"Manufacturing, Astrophysics, Smart Structures",1,3,30000,14000,44000,1,50,1,,,65.0,,2026-04-29,
La Trobe University,Australia,,362,Graduate,"engineering, civil engineering","business, computer science, engineering, electrical engineering, civil engineering, biomedical engineering",3.0,0,,6.0,60,100,3.0,"Biomedical, Civil, IT",1,3,27000,13000,40000,1,50,1,,,72.0,,2026-04-29,
Western Sydney University,Australia,,468,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Construction, Renewable Energy",1,3,26000,14000,40000,1,25,1,,,75.0,,2026-04-29,
University of Stuttgart,Germany,,285,Graduate,"engineering, aerospace engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.3,0,,6.5,79,110,5.0,"Automotive, Aerospace, Computational",1,3,3000,12000,15000,1,50,1,,,40.0,,2026-04-29,
TU Darmstadt,Germany,,246,Graduate,"engineering, electrical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.3,0,,6.5,79,110,5.0,"Electrical, Mechanical, Computer Science",1,3,3000,12000,15000,1,50,1,,,35.0,,2026-04-29,
TU Braunschweig,Germany,,400,Graduate,"engineering, aerospace engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering",3.2,0,,6.0,60,100,5.0,"Automotive, Aerospace, Pharmaceutical",1,3,2000,10000,12000,1,50,1,,,50.0,,2026-04-29,
Leibniz University Hannover,Germany,,350,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.2,0,,6.0,60,100,5.0,"Geodesy, Manufacturing, Optics",1,3,2500,11000,13500,1,50,1,,,45.0,,2026-04-29,
University of Erlangen-Nuremberg,Germany,,232,Graduate,"engineering, mechanical engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering",3.3,0,,6.5,79,110,5.0,"Materials, Photonics, Medical Engineering",1,3,2500,11000,13500,1,50,1,,,38.0,,2026-04-29,
University of Duisburg-Essen,Germany,,400,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, industrial engineering",3.1,0,,6.0,60,100,4.0,"Nanotechnology, Water, Energy",1,3,2000,10000,12000,1,50,1,,,55.0,,2026-04-29,
TU Kaiserslautern,Germany,,450,Graduate,"engineering, mechanical engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,0,,6.0,60,100,4.0,"Mechanical, Electrical, Software",1,3,2000,9000,11000,1,50,1,,,55.0,,2026-04-29,
University of Rostock,Germany,,500,Graduate,"engineering, mechanical engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, aerospace engineering",3.0,0,,6.0,60,100,3.0,"Maritime, Aerospace, Mechanical",1,3,1500,9000,10500,1,50,1,,,65.0,,2026-04-29,
Brandenburg University of Technology,Germany,,500,Graduate,"engineering, civil engineering, environmental engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Energy, Environmental, Civil",1,3,1500,8500,10000,1,50,1,,,70.0,,2026-04-29,
University of Siegen,Germany,,500,Graduate,"engineering, mechanical engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Electrical, Mechanical, Materials",1,3,1500,9000,10500,1,50,1,,,65.0,,2026-04-29,
Otto von Guericke University Magdeburg,Germany,,500,Graduate,"engineering, mechanical engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, industrial engineering",3.1,0,,6.0,60,100,4.0,"Mechanical, Chemical, Process Engineering",1,3,2000,8500,10500,1,50,1,,,60.0,,2026-04-29,
University of Bayreuth,Germany,,450,Graduate,"engineering, materials engineering","business, computer science, engineering, mechanical engineering, chemical engineering",3.1,0,,6.0,60,100,4.0,"Materials, Energy, Polymer",1,3,2000,9000,11000,1,50,1,,,55.0,,2026-04-29,
University of Hawaii at Manoa,United States,,500,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.1,1,310.0,6.0,60,100,4.0,"Ocean, Renewable Energy, Seismic",1,3,25000,15000,40000,1,50,1,,,72.0,,2026-04-29,
University of Idaho,United States,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,1,310.0,6.0,60,100,3.0,"Nuclear, Materials, Civil",1,3,18000,9000,27000,1,50,1,,,78.0,,2026-04-29,
University of Wyoming,United States,,500,Graduate,"engineering, petroleum engineering, chemical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,1,310.0,6.0,60,100,3.0,"Petroleum, Chemical, Atmospheric",1,3,17000,9000,26000,1,50,1,,,82.0,,2026-04-29,
Montana State University,United States,,500,Graduate,"engineering, civil engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,1,310.0,6.0,60,100,3.0,"Civil, Mechanical, Biofilm",1,3,19000,10000,29000,1,50,1,,,80.0,,2026-04-29,
University of Nevada Reno,United States,,500,Graduate,"engineering, civil engineering, mining engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.1,1,310.0,6.0,60,100,4.0,"Earthquake, Mining, Civil",1,3,21000,12000,33000,1,50,1,,,80.0,,2026-04-29,
San Diego State University,United States,,500,Graduate,"engineering, civil engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,3.0,"Structural, Aerospace, Environmental",1,3,20000,14000,34000,1,50,1,,,38.0,,2026-04-29,
San Jose State University,United States,,500,Graduate,"engineering, electrical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,3.0,"Software, Electrical, Materials",1,3,19000,16000,35000,1,25,1,,,55.0,,2026-04-29,
University of Texas Dallas,United States,,370,Graduate,"engineering, electrical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, biomedical engineering",3.2,1,312.0,6.5,79,110,4.0,"Telecom, Semiconductors, Biomedical",1,3,26000,12000,38000,1,50,1,,,50.0,,2026-04-29,
University of Texas Arlington,United States,,500,Graduate,"engineering, aerospace engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.0,60,100,3.0,"Aerospace, Civil, Mechanical",1,3,22000,11000,33000,1,50,1,,,70.0,,2026-04-29,
University of Illinois Chicago,United States,,280,Graduate,"engineering, biomedical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.3,1,312.0,6.5,79,110,4.0,"Bioengineering, Civil, Electrical",1,3,27000,14000,41000,1,50,1,,,58.0,,2026-04-29,
Wayne State University,United States,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.0,60,100,4.0,"Automotive, Biomedical, Industrial",1,3,24000,12000,36000,1,50,1,,,72.0,,2026-04-29,
University of Dayton,United States,,500,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.1,1,310.0,6.0,60,100,4.0,"Aerospace, Materials, Renewable Energy",1,3,28000,10000,38000,1,50,1,,,74.0,,2026-04-29,
Mississippi State University,United States,,500,Graduate,"engineering, aerospace engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.0,1,310.0,6.0,60,100,4.0,"Aerospace, Computational, Agriculture",1,3,20000,9000,29000,1,50,1,,,70.0,,2026-04-29,
Louisiana State University,United States,,410,Graduate,"engineering, petroleum engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Petroleum, Chemical, Coastal",1,3,22000,10000,32000,1,50,1,,,74.0,,2026-04-29,
Oklahoma State University,United States,,500,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.0,1,310.0,6.0,60,100,3.0,"Aerospace, Fire Protection, Industrial",1,3,20000,10000,30000,1,50,1,,,73.0,,2026-04-29,
Kansas State University,United States,,500,Graduate,"engineering, civil engineering, mechanical engineering, architecture","architecture, business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.0,1,310.0,6.0,60,100,3.0,"Nuclear, Biological, Architectural",1,3,19000,9000,28000,1,50,1,,,85.0,,2026-04-29,
West Virginia University,United States,,500,Graduate,"engineering, mining engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.0,1,310.0,6.0,60,100,3.0,"Mining, Aerospace, Petroleum",1,3,21000,9000,30000,1,50,1,,,85.0,,2026-04-29,
New Mexico State University,United States,,500,Graduate,"engineering, aerospace engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.0,1,310.0,6.0,60,100,3.0,"Aerospace, Chemical, Civil",1,3,18000,10000,28000,1,50,1,,,78.0,,2026-04-29,
University of Tulsa,United States,,500,Graduate,"engineering, petroleum engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering",3.2,1,310.0,6.5,79,110,4.0,"Petroleum, Chemical, Cybersecurity",1,3,32000,10000,42000,1,75,1,,,60.0,,2026-04-29,
Marquette University,United States,,500,Graduate,"engineering, biomedical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,3.0,"Biomedical, Electrical, Civil",1,3,35000,12000,47000,1,50,1,,,68.0,,2026-04-29,
University of Akron,United States,,500,Graduate,"engineering, chemical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.0,1,310.0,6.0,60,100,4.0,"Polymer, Chemical, Corrosion",1,3,19000,10000,29000,1,50,1,,,80.0,,2026-04-29,
Binghamton University SUNY,United States,,410,Graduate,"engineering, mechanical engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, biomedical engineering, industrial engineering",3.2,1,312.0,6.5,79,110,4.0,"Biomedical, Electronics, Systems",1,3,24000,12000,36000,1,50,1,,,42.0,,2026-04-29,
Colorado School of Mines,United States,,350,Graduate,"engineering, mining engineering, petroleum engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.3,1,315.0,6.5,79,110,5.0,"Mining, Petroleum, Metallurgy, Nuclear",1,3,28000,12000,40000,1,50,1,,,50.0,,2026-04-29,
George Mason University,United States,,380,Graduate,"engineering, electrical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,3.0,"Cybersecurity, Systems, Bioengineering",1,3,30000,15000,45000,1,50,1,,,55.0,,2026-04-29,
University of North Texas,United States,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, biomedical engineering",3.0,1,310.0,6.0,60,100,3.0,"Materials, Mechanical, Energy",1,3,19000,11000,30000,1,50,1,,,73.0,,2026-04-29,
Florida International University,United States,,410,Graduate,"engineering, civil engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Infrastructure, Biomedical, Construction",1,3,20000,13000,33000,1,50,1,,,58.0,,2026-04-29,
Wichita State University,United States,,500,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, aerospace engineering, industrial engineering",3.0,1,310.0,6.0,60,100,4.0,"Aerospace, Manufacturing, Composites",1,3,16000,9000,25000,1,50,1,,,85.0,,2026-04-29,
University of Memphis,United States,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.0,1,310.0,6.0,60,100,3.0,"Earthquake, Civil, Electrical",1,3,18000,10000,28000,1,50,1,,,75.0,,2026-04-29,
Wright State University,United States,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, biomedical engineering, industrial engineering",3.0,1,310.0,6.0,60,100,3.0,"Aerospace, Human Factors, Renewable",1,3,17000,10000,27000,1,50,1,,,85.0,,2026-04-29,
University of Texas El Paso,United States,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, industrial engineering",3.0,1,310.0,6.0,60,100,3.0,"Metallurgy, Civil, Environmental",1,3,15000,9000,24000,1,50,1,,,85.0,,2026-04-29,
University of East Anglia,United Kingdom,,295,Graduate,"engineering, environmental engineering","business, computer science, engineering, mechanical engineering, electrical engineering",3.1,0,,6.0,60,100,3.0,"Environmental, Energy, Computing",1,3,20000,10000,30000,1,50,1,,,65.0,,2026-04-29,
University of Kent,United Kingdom,,450,Graduate,"engineering, electronic engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering",3.1,0,,6.0,60,100,3.0,"Electronic, Mechanical, Embedded Systems",1,3,20000,10000,30000,1,50,1,,,68.0,,2026-04-29,
Northumbria University,United Kingdom,,400,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Mechanical, Electrical, Renewable",1,3,18000,10000,28000,1,25,1,,,72.0,,2026-04-29,
City University of London,United Kingdom,,328,Graduate,"engineering, aeronautics, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Aeronautics, Biomedical, Systems",1,3,24000,15000,39000,1,50,1,,,55.0,,2026-04-29,
University of Huddersfield,United Kingdom,,500,Graduate,"engineering, mechanical engineering, electronic engineering","business, computer science, engineering, mechanical engineering, electrical engineering",3.0,0,,6.0,60,100,3.0,"Precision Engineering, Computing, Energy",1,3,17000,9000,26000,1,25,1,,,75.0,,2026-04-29,
University of Hull,United Kingdom,,500,Graduate,"engineering, mechanical engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering",3.0,0,,6.0,60,100,3.0,"Chemical, Energy, Marine",1,3,17000,9000,26000,1,25,1,,,78.0,,2026-04-29,
University of Plymouth,United Kingdom,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Marine, Civil, Coastal",1,3,17000,10000,27000,1,25,1,,,75.0,,2026-04-29,
University of Regina,Canada,,500,Graduate,"engineering, petroleum engineering, industrial engineering","business, computer science, engineering, mechanical engineering, electrical engineering, industrial engineering",3.0,0,,6.5,79,110,3.0,"Petroleum, Environmental, Industrial",1,3,13000,9000,22000,1,50,1,,,80.0,,2026-04-29,
University of Sherbrooke,Canada,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, robotics, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,0,,6.5,79,110,4.0,"Robotics, Clean Energy, Microsystems",1,3,14000,10000,24000,1,50,1,,,60.0,,2026-04-29,
University of Lethbridge,Canada,,500,Graduate,"engineering, biosystems engineering","business, computer science, engineering",3.0,0,,6.5,79,110,3.0,"Biosystems, Water, Alternative Energy",1,3,12000,9000,21000,1,50,1,,,80.0,,2026-04-29,
Lakehead University,Canada,,500,Graduate,"engineering, civil engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,0,,6.5,79,110,3.0,"Civil, Electrical, Software",1,3,14000,9000,23000,1,50,1,,,78.0,,2026-04-29,
Ecole de Technologie Superieure,Canada,,480,Graduate,"engineering, mechanical engineering, electrical engineering, aerospace engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, industrial engineering",3.1,0,,6.5,79,110,4.0,"Manufacturing, Aerospace, Construction",1,4,15000,12000,27000,1,50,1,,,55.0,,2026-04-29,
Flinders University,Australia,,382,Graduate,"engineering, biomedical engineering, electronic engineering","business, computer science, engineering, robotics, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.0,0,,6.0,60,100,3.0,"Defence, Biomedical, Robotics",1,3,26000,11000,37000,1,50,1,,,72.0,,2026-04-29,
University of Canberra,Australia,,500,Graduate,"engineering, software engineering","business, computer science, engineering",3.0,0,,6.0,60,100,3.0,"Environmental, Software, Network",1,3,25000,13000,38000,1,25,1,,,75.0,,2026-04-29,
Charles Darwin University,Australia,,500,Graduate,"engineering, civil engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Civil, Environmental, Renewable",1,3,24000,12000,36000,1,25,1,,,80.0,,2026-04-29,
James Cook University,Australia,,415,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,0,,6.0,60,100,3.0,"Marine, Tropical, Environmental",1,3,27000,11000,38000,1,50,1,,,68.0,,2026-04-29,
Murdoch University,Australia,,500,Graduate,"engineering, electrical engineering","business, computer science, engineering, electrical engineering, industrial engineering",3.0,0,,6.0,60,100,3.0,"Renewable Energy, IT, Environmental",1,3,25000,11000,36000,1,25,1,,,75.0,,2026-04-29,
TU Clausthal,Germany,,500,Graduate,"engineering, mining engineering, chemical engineering","computer science, engineering, mechanical engineering, chemical engineering",3.0,0,,6.0,60,100,4.0,"Mining, Materials, Recycling",1,3,1500,8500,10000,1,50,1,,,70.0,,2026-04-29,
TU Ilmenau,Germany,,500,Graduate,"engineering, electrical engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, biomedical engineering",3.0,0,,6.0,60,100,3.0,"Precision, Mechatronics, Media",1,3,1500,8000,9500,1,50,1,,,68.0,,2026-04-29,
University of Paderborn,Germany,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering",3.1,0,,6.0,60,100,4.0,"Lightweight Design, Photonics, IT",1,3,2000,9000,11000,1,50,1,,,60.0,,2026-04-29,
Hamburg University of Technology,Germany,,400,Graduate,"engineering, mechanical engineering, civil engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.2,0,,6.0,60,100,5.0,"Aviation, Maritime, Bioprocess",1,3,2000,12000,14000,1,50,1,,,45.0,,2026-04-29,
TU Chemnitz,Germany,,500,Graduate,"engineering, mechanical engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering",3.0,0,,6.0,60,100,4.0,"Manufacturing, Materials, Smart Systems",1,3,1500,8000,9500,1,50,1,,,65.0,,2026-04-29,
TU Bergakademie Freiberg,Germany,,500,Graduate,"engineering, mining engineering, mechanical engineering","computer science, engineering, mechanical engineering, chemical engineering",3.0,0,,6.0,60,100,4.0,"Mining, Metallurgy, Geoscience",1,3,1500,8000,9500,1,50,1,,,70.0,,2026-04-29,
TU Dortmund,Germany,,400,Graduate,"engineering, chemical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering",3.1,0,,6.0,60,100,4.0,"Chemical, Industrial, Logistics",1,3,2000,10000,12000,1,50,1,,,55.0,,2026-04-29,
University of Kassel,Germany,,500,Graduate,"engineering, mechanical engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Renewable Energy, Sustainable Engineering",1,3,1500,9000,10500,1,50,1,,,65.0,,2026-04-29,
University of Wuppertal,Germany,,500,Graduate,"engineering, civil engineering, architecture","architecture, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Civil, Safety, Architecture",1,3,2000,9000,11000,1,50,1,,,62.0,,2026-04-29,
University of Augsburg,Germany,,500,Graduate,"engineering, materials engineering","business, computer science, engineering",3.1,0,,6.0,60,100,4.0,"Materials, Physics, Environmental",1,3,2000,10000,12000,1,50,1,,,55.0,,2026-04-29,
University of Alabama,United States,,470,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.1,1,310.0,6.5,79,110,4.0,"Aerospace, Mechanical Systems",1,3,24000,10000,34000,1,50,1,,,80.0,,2026-04-29,
University of Arkansas,United States,,490,Graduate,"engineering, industrial engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,308.0,6.5,79,110,3.0,"Transportation, Industrial Systems",1,3,22000,9000,31000,1,50,1,,,78.0,,2026-04-29,
Mississippi State University,United States,,500,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.0,1,305.0,6.0,60,100,4.0,"Aerospace, Computational Engineering",1,3,21000,9000,30000,1,50,1,,,82.0,,2026-04-29,
University of Wyoming,United States,,500,Graduate,"engineering, petroleum engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,1,305.0,6.0,60,100,3.0,"Energy, Petroleum, Environmental",1,3,18000,10000,28000,1,50,1,,,95.0,,2026-04-29,
South Dakota School of Mines,United States,,500,Graduate,"engineering, mining engineering, chemical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.0,1,305.0,6.0,60,100,3.0,"Mining, Materials, Chemical",1,3,16000,9000,25000,1,50,1,,,88.0,,2026-04-29,
New Mexico State University,United States,,500,Graduate,"engineering, electrical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.0,1,305.0,6.0,60,100,3.0,"Electrical, Water Resources",1,3,19000,10000,29000,1,50,1,,,85.0,,2026-04-29,
University of Idaho,United States,,500,Graduate,"engineering, electrical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.0,1,305.0,6.0,60,100,3.0,"Environmental, Nuclear, Electrical",1,3,20000,9000,29000,1,50,1,,,80.0,,2026-04-29,
Montana State University,United States,,500,Graduate,"engineering, mechanical engineering, electrical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.0,1,305.0,6.0,60,100,3.0,"Mechanical Systems, Optics",1,3,21000,10000,31000,1,50,1,,,85.0,,2026-04-29,
