university_name,country,degree_level,programs_offered,qs_ranking,min_gpa,min_gre,Ielts_requirement,tuition_fee,acceptance_rate,research_focus,scholarship_available,max_coverage_percent,research_weight,eca_weight,living_cost,total_cost_estimated,work_visa_available,agriculture,architecture,arts,arts_&_humanities,astronomy,biology,biotech,business,chemistry,cinema,computer_science,computing,design,economics,education,energy,engineering,environmental_science,environmental_studies,film_&_media,game_design,hotel_management,humanities,informatics,international_affairs,international_relations,journalism,law,life_sciences,management,marine_sciences,materials,materials_science,mathematics,medicine,meteorology,natural_sciences,physical_sciences,physics,politics,public_affairs,public_health,public_policy,robotics,sciences,social_sciences,theology,tourism,wind_energy,mechanical_engineering,electrical_engineering,civil_engineering,chemical_engineering,aerospace_engineering,biomedical_engineering,industrial_engineering
Simon Fraser University,Canada,Graduate,"computing, business",318,3.3,310.0,6.5,22000,65.0,"AI, Cybersecurity",1,25,5,5,11864,33864,1,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Zurich (additional),Switzerland,Graduate,"computer science, biology",109,3.4,310.0,6.5,1800,27.0,"Bioinformatics, AI",1,50,5,3,18690,20490,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Basel (additional),Switzerland,Graduate,"chemistry, physics",126,3.4,310.0,6.5,1800,25.0,"Nanotech, AI",1,50,5,3,8281,10081,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Technical University of Denmark (additional),Denmark,Graduate,"wind energy, biotech",109,3.4,,6.5,16000,45.0,"Renewables, AI",1,50,5,3,13474,29474,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
Chalmers University of Technology,Sweden,Graduate,"engineering, materials",129,3.4,310.0,6.5,16000,40.0,"Sustainable Materials, AI",1,50,5,3,14467,30467,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0
University of Gothenburg,Sweden,Graduate,"medicine, social sciences",202,3.3,,6.5,14000,35.0,"Health, AI",1,25,5,3,14933,28933,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
University of Oslo (additional),Norway,Graduate,"informatics, law",126,3.3,,6.5,1000,10.0,"AI Law, Climate",1,50,5,3,11254,12254,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Bergen,Norway,Graduate,"marine sciences, medicine",300,3.3,,6.5,1000,15.0,"Ocean, AI",1,25,5,3,13418,14418,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Helsinki (additional),Finland,Graduate,computer science,106,3.4,,6.5,14000,17.0,"AI, Data",1,50,5,3,10975,24975,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Barcelona (additional),Spain,Graduate,"economics, tourism",164,3.3,,6.0,3000,30.0,"Smart Cities, AI",1,50,5,3,11794,14794,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Complutense University of Madrid,Spain,Graduate,"medicine, law",171,3.2,,6.0,3000,50.0,"AI Ethics, Health",1,50,5,3,15389,18389,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Lisbon,Portugal,Graduate,"engineering, medicine",266,3.3,,6.0,7000,40.0,"AI, Sustainability",1,25,5,3,17673,24673,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,1
University of Porto,Portugal,Graduate,"engineering, business",300,3.3,,6.0,7000,45.0,"AI, Health",1,25,5,3,13635,20635,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,0
University of Milan,Italy,Graduate,"medicine, law",285,3.3,,6.0,3000,55.0,"AI, Biomed",1,25,5,3,8139,11139,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Politecnico di Milano,Italy,Graduate,"engineering, design",111,3.4,,6.0,3000,35.0,"AI, Architecture",1,50,5,3,19783,22783,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,1,0
University of Padua,Italy,Graduate,"engineering, medicine",219,3.3,,6.0,3000,45.0,"AI, Space",1,25,5,3,12592,15592,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,1,0
University of Vienna (additional),Austria,Graduate,computer science,127,3.3,,6.5,1700,20.0,"AI, Quantum",1,50,5,2,13646,15346,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Vienna University of Technology,Austria,Graduate,"engineering, informatics",179,3.3,310.0,6.5,1700,25.0,"AI, Robotics",1,50,5,2,12623,14323,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,0
University of Warsaw,Poland,Graduate,"computer science, social sciences",262,3.2,310.0,6.5,4000,50.0,"AI, Data",1,25,5,3,16198,20198,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Jagiellonian University,Poland,Graduate,"medicine, humanities",304,3.2,310.0,6.5,4000,45.0,AI Ethics,1,25,5,3,14675,18675,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Charles University,Czech Republic,Graduate,"medicine, sciences",271,3.2,310.0,6.5,5000,40.0,"AI, Health",1,25,5,3,17219,22219,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
University of Prague,Czech Republic,Graduate,engineering,                                                             NA,3.2,310.0,6.5,5000,55.0,"AI, Materials",1,25,5,3,15421,20421,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,0,0
University of Ljubljana,Slovenia,Graduate,"engineering, medicine",                                                         601+,3.2,310.0,6.5,5000,60.0,"AI, Sustainability",1,25,5,3,12862,17862,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,0
University of Belgrade,Serbia,Graduate,engineering,                                                            NA,3.2,310.0,6.5,3000,70.0,"AI, Energy",1,25,5,3,18037,21037,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,1,1
University of Bucharest,Romania,Graduate,computer science,                                                         601+,3.1,310.0,6.5,4000,65.0,"AI, Data",1,25,5,3,19811,23811,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Babes-Bolyai University,Romania,Graduate,sciences,                                                            NA,3.1,310.0,6.5,4000,70.0,AI,1,25,5,3,9619,13619,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
University of Sofia,Bulgaria,Graduate,engineering,                                                            NA,3.1,310.0,6.5,3500,75.0,AI,1,25,5,3,18675,22175,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,1
University of Utah,United States,Graduate,"engineering, computer science, business, medicine",252,3.2,310.0,6.5,27000,68.0,"Materials, Energy, Biomedical",1,50,4,3,13000,40000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
University of Delaware,United States,Graduate,"engineering, chemical engineering, business",350,3.2,310.0,6.5,33000,65.0,"Chemical Engineering, Materials",1,50,4,3,12000,45000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Connecticut,United States,Graduate,"engineering, computer science, business",373,3.2,310.0,6.5,30000,56.0,"Advanced Manufacturing, Cybersecurity",1,50,4,3,14000,44000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
University of Iowa,United States,Graduate,"engineering, civil engineering, biomedical engineering",315,3.2,310.0,6.5,28000,83.0,"Hydraulics, Biomedical, Industrial",1,50,4,3,11000,39000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Iowa State University,United States,Graduate,"engineering, aerospace engineering, agriculture",395,3.1,310.0,6.5,25000,89.0,"Agriculture, Aerospace, Wind Energy",1,50,4,3,10000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
Clemson University,United States,Graduate,"engineering, mechanical engineering, civil engineering",460,3.2,310.0,6.5,24000,51.0,"Automotive Engineering, Advanced Materials",1,50,4,3,11000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Oregon State University,United States,Graduate,"engineering, electrical engineering, environmental engineering",411,3.1,310.0,6.5,27000,82.0,"Robotics, Ocean Engineering, Renewable Energy",1,50,4,3,13000,40000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,1
University of Oregon,United States,Graduate,"sciences, business",362,3.2,310.0,6.5,30000,83.0,"Green Chemistry, Optics, Neuroscience",1,50,3,3,13000,43000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
Colorado State University,United States,Graduate,"engineering, civil engineering, environmental engineering",431,3.1,310.0,6.5,26000,85.0,"Environmental Engineering, Atmospheric Science",1,50,4,3,12000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
University of Kansas,United States,Graduate,"engineering, aerospace engineering, chemical engineering",450,3.1,310.0,6.5,24000,86.0,"Aerospace, Petroleum, Chemical Engineering",1,50,4,3,10000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
University of Nebraska-Lincoln,United States,Graduate,"engineering, civil engineering, agricultural engineering",480,3.1,310.0,6.5,23000,75.0,"Agricultural Engineering, Water Resources",1,50,4,3,10000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,1
University of New Mexico,United States,Graduate,"engineering, electrical engineering, nuclear engineering",500,3.1,310.0,6.5,22000,70.0,"Nuclear Engineering, Microsystems",1,50,4,3,11000,33000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
University of Oklahoma,United States,Graduate,"engineering, aerospace engineering, petroleum engineering",470,3.1,310.0,6.5,23000,80.0,"Petroleum, Aerospace, Weather Science",1,50,4,3,10000,33000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
University of South Carolina,United States,Graduate,"engineering, chemical engineering, mechanical engineering",480,3.2,310.0,6.5,28000,68.0,"Chemical Engineering, Biomedical",1,50,4,3,11000,39000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
University of Tennessee Knoxville,United States,Graduate,"engineering, nuclear engineering, aerospace engineering",440,3.2,310.0,6.5,27000,72.0,"Nuclear, Aerospace, Reliability",1,50,4,3,11000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
University of Kentucky,United States,Graduate,"engineering, mining engineering, chemical engineering",500,3.1,310.0,6.5,24000,76.0,"Mining, Chemical Engineering, Power Systems",1,50,3,3,10000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,0,0
Drexel University,United States,Graduate,"engineering, biomedical engineering, mechanical engineering",460,3.2,312.0,6.5,38000,72.0,"Biomedical, Materials, Systems Engineering",1,50,4,3,15000,53000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
Northeastern University,United States,Graduate,"engineering, computer science, robotics",325,3.3,315.0,6.5,42000,18.0,"AI, Robotics, Cybersecurity",1,50,4,4,16000,58000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Rutgers University,United States,Graduate,"engineering, industrial engineering, biomedical engineering",262,3.3,312.0,6.5,30000,60.0,"Pharmaceutical, Industrial Engineering",1,50,4,3,15000,45000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
Virginia Tech,United States,Graduate,"engineering, aerospace engineering, civil engineering",290,3.3,315.0,6.5,29000,60.0,"Aerospace, Civil, Transportation",1,50,5,3,11000,40000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
North Carolina State University,United States,Graduate,"engineering, electrical engineering, nuclear engineering",295,3.3,312.0,6.5,26000,47.0,"Textiles, Nuclear, Electrical",1,50,4,3,12000,38000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
University of Houston,United States,Graduate,"engineering, petroleum engineering, industrial engineering",430,3.1,310.0,6.5,24000,66.0,"Petroleum, Chemical, Industrial",1,50,4,3,12000,36000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
University of Cincinnati,United States,Graduate,"engineering, aerospace engineering, biomedical engineering",420,3.2,310.0,6.5,26000,75.0,"Aerospace, Biomedical, Co-op Programs",1,50,4,4,11000,37000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0
University at Buffalo SUNY,United States,Graduate,"engineering, civil engineering, mechanical engineering",350,3.2,310.0,6.5,25000,60.0,"Structural Engineering, AI",1,50,4,3,12000,37000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
Stony Brook University,United States,Graduate,"engineering, biomedical engineering, electrical engineering",338,3.3,312.0,6.5,26000,44.0,"Biomedical, Materials, Energy",1,50,4,3,15000,41000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,1,0
George Washington University,United States,Graduate,"engineering, systems engineering, computer science",375,3.3,315.0,7.0,48000,41.0,"Systems Engineering, Cybersecurity",1,50,3,4,17000,65000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
Syracuse University,United States,Graduate,"engineering, aerospace engineering, mechanical engineering",480,3.2,310.0,6.5,40000,55.0,"Aerospace, Mechanical Systems",1,50,3,3,13000,53000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,0
Missouri University of Science and Technology,United States,Graduate,"engineering, mining engineering, mechanical engineering",500,3.1,310.0,6.5,22000,81.0,"Mining, Explosives, Manufacturing",1,50,4,3,10000,32000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
Stevens Institute of Technology,United States,Graduate,"engineering, systems engineering, mechanical engineering",430,3.3,315.0,6.5,44000,42.0,"Systems Engineering, AI, Maritime",1,50,4,3,16000,60000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
Rochester Institute of Technology,United States,Graduate,"engineering, mechanical engineering, industrial engineering",450,3.2,312.0,6.5,42000,65.0,"Manufacturing, Imaging Science, Microsystems",1,50,4,4,13000,55000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,1,1
Worcester Polytechnic Institute,United States,Graduate,"engineering, robotics, biomedical engineering",440,3.3,315.0,6.5,43000,48.0,"Robotics, Biomedical, Fire Protection",1,50,4,4,14000,57000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,1,1,1,1,0
Rensselaer Polytechnic Institute,United States,Graduate,"engineering, computer science, electrical engineering",400,3.3,315.0,6.5,46000,57.0,"AI, Nanotechnology, Energy Systems",1,50,5,3,13000,59000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,1,1
Lehigh University,United States,Graduate,"engineering, industrial engineering, civil engineering",440,3.3,315.0,6.5,43000,37.0,"Structural, Materials, Industrial",1,50,4,3,13000,56000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
University of Alabama,United States,Graduate,"engineering, aerospace engineering, civil engineering",500,3.1,310.0,6.5,24000,80.0,"Aerospace, Chemical, Civil",1,50,3,3,10000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
Auburn University,United States,Graduate,"engineering, chemical engineering, aerospace engineering",470,3.1,310.0,6.5,25000,75.0,"Polymer, Chemical, Aerospace",1,50,4,3,10000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,1
University of Central Florida,United States,Graduate,"engineering, electrical engineering, mechanical engineering",490,3.1,310.0,6.5,22000,43.0,"Optics, Photonics, Simulation",1,50,4,3,12000,34000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,0,1
University of South Florida,United States,Graduate,"engineering, industrial engineering, biomedical engineering",445,3.2,310.0,6.5,23000,44.0,"Biomedical, Industrial, Clean Energy",1,50,4,3,12000,35000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
University of Missouri,United States,Graduate,"engineering, nuclear engineering, civil engineering",500,3.1,310.0,6.5,22000,78.0,"Nuclear, Biomedical, Industrial",1,50,3,3,10000,32000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Temple University,United States,Graduate,"engineering, electrical engineering, civil engineering",500,3.1,310.0,6.5,28000,70.0,"Bioengineering, Electrical Systems",1,50,3,3,14000,42000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,1,0
Illinois Institute of Technology,United States,Graduate,"engineering, aerospace engineering, electrical engineering, architecture",460,3.2,312.0,6.5,40000,52.0,"Power Systems, Aerospace, Architecture",1,75,4,3,14000,54000,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0
New Jersey Institute of Technology,United States,Graduate,"engineering, mechanical engineering, civil engineering",500,3.1,310.0,6.5,28000,68.0,"Manufacturing, Transportation, Solar",1,50,4,3,15000,43000,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,1
Michigan Technological University,United States,Graduate,"engineering, mechanical engineering, civil engineering",500,3.1,310.0,6.5,24000,74.0,"Mining, Materials, Environmental",1,50,4,3,10000,34000,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,0,1,0
